Time,Prediction
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:13,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:14,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:15,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:16,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:17,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:18,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:19,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
2026-01-12 02:51:20,0.00
